sample_id,sample_name,latitude,longitude,loc_prec,qgis_geom,datum,depth,material,rock_name,protolith,sample_description,density,comments,qap_name,sia_scheme,frost_class1,frost_class2,frost_class3,quartz,feldspar,lithics,facies,texture,p_velocity,density_model,heat_production,heat_production_mass,ref_id,iso_id,comp_id,major_id,trace_id,rgroup_id,age_id,method_id,country_id,age_min,age,age_max,age_sd,time_period_min,time_period,time_period_max,age_method,mg_number,fe_number,mali,asi,maficity,cia,wip,spar,qtzindex,r1,r2,rock_type,rb87_sr86,rb87_sr87,sr87_sr86,nd143_nd144,sm147_nd144,lu176_hf177,hf176_hf177,re187_os186,re187_os188,os187_os188,pb206_pb204,pb207_pb204,pb208_pb204,th232_pb204,th232_u238,u238_pb204,epsilon_hf,epsilon_nd,epsilon_sr,sio2,tio2,al2o3,cr2o3,fe2o3,fe2o3_tot,feo,feo_tot,mgo,cao,mno,nio,k2o,na2o,sro,p2o5,h2o_plus,h2o_minus,h2o_tot,co2,so3,bao,caco3,mgco3,loi,f_ppm,cl_ppm,br_ppm,i_ppm,h_ppm,c_ppm,n_ppm,p_ppm,s_ppm,al_ppm,as_ppm,ag_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,ca_ppm,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,dy_ppm,er_ppm,eu_ppm,fe_ppm,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,in_ppm,ir_ppm,k_ppm,la_ppm,li_ppm,lu_ppm,mg_ppm,mn_ppm,mo_ppm,na_ppm,nd_ppm,ni_ppm,nb_ppm,os_ppm,pa_ppm,pb_ppm,pd_ppm,pm_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,rh_ppm,ru_ppm,sb_ppm,sc_ppm,se_ppm,si_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_ppm,tl_ppm,tm_ppm,w_ppm,v_ppm,u_ppm,y_ppm,yb_ppm,zn_ppm,zr_ppm,rock_group,rock_origin,rock_facies,country,method,author,title,journal,year,doi,bibtex,data_source
89,2nd,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.02,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
122,3rd,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.04,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
132,4th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.06,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
142,5th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.08,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
280,10th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.18,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
515,15th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.28,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
581,20th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.38,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
666,25th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.48,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
721,100904-01,42.614,143.051,,0101000020e61000001283c0caa1e161403bdf4f8d974e4540,wgs84,,,sediment (nakanogawa group),,,,,,,,,,79.97144641,12.74986353,7.278690054,,,6.312813859,2739.627021,1.080174254,0.000394278,16365,14993,397584,490587,545303,88,38088,5379,102,,37,,,,,,sample location age,0.575513605,0.607347959,4.45,1.535370253,0.163330081,60.55802899,60.72781079,-0.082035462,0.210317909,2.575060523,0.555856787,shale,0.5875,,0.705711,0.512627,0.1191,,,,,,,,,,,,,,,66.55,0.72,14.35,,1.09,,4.17,,3.33,1.02,0.07,,2.04,3.43,,0.15,,,,,,,,,,,,,,,,,,,,,,,,574.9,,,,,36.29,,255.5,2.43,,23.09,1.88,1.02,,15.28,3.45,,4.08,,0.63,,,,19.86,21.65,0.28,,,,,18.73,103.5,7.19,,,10.7,,,4.79,,56.64,,,,,16.95,,,3.69,,284.38,,0.51,,6.48,,,0.29,,144.03,1.78,19.23,1.82,,162.66,sedimentary,clastic,,jp,xrf; icp-ms,"kojima, m.; shimura, t.","origin of the i- and s-type tonalite magma in the satsunai-gawa shichino-sawa river region of the hidaka metamorphic belt, hokkaido, northern japan: inferences from sr and nd isotopic compositions.",jour. geol. soc. japan,2014,,,dodai
722,100904-02,42.614,143.051,,0101000020e61000001283c0caa1e161403bdf4f8d974e4540,wgs84,,,sediment (nakanogawa group),,,,,,,,,,76.60911435,14.99873708,8.392148564,,,6.401341981,2738.97841,1.689837801,0.000616959,16365,17061,374280,440315,578694,88,38088,5379,102,,37,,,,,,sample location age,0.560637664,0.621709512,4.22,1.476315678,0.157469669,59.61742645,68.7911055,-0.03804027,0.172443084,2.199250923,0.706147492,shale,1.0381,,0.706027,0.512567,0.1291,,,,,,,,,,,,,,,62.14,0.77,17.03,,1.25,,3.97,,3.1,2.04,0.08,,3.67,2.59,,0.17,,,,,,,,,,,,,,,,,,,,,,,,740.3,,,,,50.56,,105.2,5.6,,4.34,2.62,1.03,,19.57,4.78,,4.67,,0.89,,,,24.86,25.16,0.39,,,,,26.34,58.5,11.73,,,11.92,,,6.6,,113.32,,,,,18.39,,,5.62,,319.36,,0.74,,10.55,,,0.42,,139.15,2.53,25.46,2.62,,172.79,sedimentary,clastic,,jp,xrf; icp-ms,"kojima, m.; shimura, t.","origin of the i- and s-type tonalite magma in the satsunai-gawa shichino-sawa river region of the hidaka metamorphic belt, hokkaido, northern japan: inferences from sr and nd isotopic compositions.",jour. geol. soc. japan,2014,,,dodai
723,100904-06,42.614,143.051,,0101000020e61000001283c0caa1e161403bdf4f8d974e4540,wgs84,,,sediment (nakanogawa group),,,,,,,,,,80.26585663,12.59624259,7.137900777,,,6.332706309,2714.687667,1.154897628,0.000425426,16365,14238,366988,486704,561005,88,38088,5379,102,,37,,,,,,sample location age,0.555948052,0.626171615,4.43,1.180057426,0.126845,54.1296487,69.56023694,-0.09180126,0.178657588,2.323904429,0.628515811,wacke,0.4904,,0.705089,0.512655,0.1251,,,,,,,,,,,,,,,66.2,0.56,14.67,,0.99,,3.28,,2.49,2.03,0.07,,2.8,3.66,,0.13,,,,,,,,,,,,,,,,,,,,,,,,656.4,,,,,34.24,,129.7,2.43,,2.8,1.72,0.92,,15.92,3.12,,3.52,,0.61,,,,18.35,16.79,0.25,,,,,17.05,51.8,6.46,,,12.87,,,4.4,,73.18,,,,,15.09,,,3.53,,430.34,,0.48,,6.43,,,0.25,,109.86,1.89,17.77,1.65,,136.76,sedimentary,clastic,,jp,xrf; icp-ms,"kojima, m.; shimura, t.","origin of the i- and s-type tonalite magma in the satsunai-gawa shichino-sawa river region of the hidaka metamorphic belt, hokkaido, northern japan: inferences from sr and nd isotopic compositions.",jour. geol. soc. japan,2014,,,dodai
724,100904-07,42.614,143.051,,0101000020e61000001283c0caa1e161403bdf4f8d974e4540,wgs84,,,sediment (nakanogawa group),,,,,,,,,,78.56637564,13.0214136,8.412210763,,,6.377732852,2746.819702,1.097188907,0.00039944,16365,13528,348877,472859,556835,88,38088,5379,102,,37,,,,,,sample location age,0.543877187,0.637516128,3.58,1.211836666,0.159595416,54.78870499,65.92447384,-0.094488571,0.187226819,2.386064865,0.673688042,shale,0.4233,,0.705149,0.512626,0.1227,,,,,,,,,,,,,,,64.92,0.7,14.44,,1.28,,4.23,,3.06,2.23,0.09,,2.42,3.39,,0.14,,,,,,,,,,,,,,,,,,,,,,,,632.4,,,,,35.4,,235.1,2.08,,2.97,1.82,0.99,,16.48,3.32,,4.38,,0.62,,,,19.13,18.77,0.28,,,,,18.22,62.1,8.22,,,11.03,,,4.68,,63.65,,,,,16.53,,,3.7,,440.91,,0.48,,6.29,,,0.28,,147.71,1.77,18.85,1.77,,172.85,sedimentary,clastic,,jp,xrf; icp-ms,"kojima, m.; shimura, t.","origin of the i- and s-type tonalite magma in the satsunai-gawa shichino-sawa river region of the hidaka metamorphic belt, hokkaido, northern japan: inferences from sr and nd isotopic compositions.",jour. geol. soc. japan,2014,,,dodai
832,30th,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.58,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
909,31st,35.56666667,139.9166667,,0101000020e6100000a23a6755557d61400db18f8888c84140,wgs84,0.6,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1030,surface,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1074,2nd,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.02,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1163,3rd,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.04,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1199,4th,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.06,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1257,19th,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.36,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1268,5th,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.08,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1292,164,37.411002,137.328556,,0101000020e6100000f25cdf87832a6140994baab69bb44240,wgs84,67,,very fine sand,,,,,,,,,,,,,,,,,,,18208,81475,665531,635269,485375,88,43320,2241,102,,,,,,,,,,,,,,,,,,,1.089307002,,,,,,,,,,,,,,,,,,,,,,0.55,13.5,,,,,,2.32,6.63,0.05,,,2.95,,0.03,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,4.3,34,,4.1,,,,,,,,0.38,,,,,,4.05,,,,,0.11,,,9.5,,,,,,,,,15,,,,,6.15,,,,,386,,,,0.86,,,,,40,0.2,,0.24,30,30,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1293,165,37.421698,137.389683,,0101000020e6100000d4997b48782c6140f1643733fab54240,wgs84,89,,very fine sand muddy,,,,,,,,,,,,,,,,,,,18208,81475,665544,635348,496898,88,43320,2241,102,,,,,,,,,,,,,,,,,,,1.137989579,,,,,,,,,,,,,,,,,,,,,,0.57,13.8,,,,,,2.32,7.03,0.06,,,2.93,,0.03,,,,,,,,,,,,,,,,,,,,,,,,389,,,,,,5,33,,4.3,,,,,,,,0.41,,,,,,4.01,,,,,0.12,,,10.2,,,,,,,,,15,,,,,6.19,,,,,445,,,,0.87,,,,,42,0.19,,0.22,30,29,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1294,166,37.447119,137.480333,,0101000020e610000011c64fe35e2f6140ca3505323bb94240,wgs84,147,,very fine sand muddy,,,,,,,,,,,,,,,,,,,18208,81475,665490,635032,509844,88,43320,2241,102,,,,,,,,,,,,,,,,,,,0.901305249,,,,,,,,,,,,,,,,,,,,,,0.48,13.3,,,,,,1.78,5.16,0.05,,,2.7,,0,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,1.9,14,,2,,,,,,,,0.45,,,,,,4.83,,,,,0.07,,,4.4,,,,,,,,,16,,,,,2.3,,,,,329,,,,1.21,,,,,17,0.23,,0.24,16,21,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1295,167,37.472089,137.562442,,0101000020e6100000b37c5d86ff31614092e68f696dbc4240,wgs84,293,,silt sandy,,,,,,,,,,,,,,,,,,,18208,81475,665497,634938,501533,88,43320,2241,102,,,,,,,,,,,,,,,,,,,0.940816161,,,,,,,,,,,,,,,,,,,,,,0.45,12.7,,,,,,1.8,5.63,0.05,,,2.52,,0,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,1.8,12,,3,,,,,,,,0.38,,,,,,5.26,,,,,0.05,,,5.4,,,,,,,,,18,,,,,2.6,,,,,322,,,,1.74,,,,,19,0.25,,0.26,18,19,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1297,168,37.504184,137.643202,,0101000020e610000019575c1c953461404f95ef1989c04240,wgs84,703,,silt,,,,,,,,,,,,,,,,,,,18208,81475,665367,635097,510317,88,43320,2241,102,,,,,,,,,,,,,,,,,,,0.685524903,,,,,,,,,,,,,,,,,,,,,,0.5,13.2,,,,,,2.15,2.99,0.09,,,2.33,,0,,,,,,,,,,,,,,,,,,,,,,,,438,,,,,,1.9,15,,6.6,,,,,,,,0.42,,,,,,6.02,,,,,0.18,,,7.5,,,,,,,,,21,,,,,2.92,,,,,224,,,,1.96,,,,,23,0.34,,0.36,26,20,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1298,172,37.336523,137.30611,,0101000020e610000050df32a7cb29614008ad872f13ab4240,wgs84,70,,coarse sand muddy,,,,,,,,,,,,,,,,,,,18208,81475,665834,635199,458399,88,43320,2241,102,,,,,,,,,,,,,,,,,,,2.361153029,,,,,,,,,,,,,,,,,,,,,,0.53,9.3,,,,,,1.99,19.44,0.06,,,2.64,,0.01,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,2.1,16,,1.4,,,,,,,,0.38,,,,,,4.99,,,,,0.08,,,6.1,,,,,,,,,10,,,,,2.36,,,,,854,,,,0.9,,,,,16,0.32,,0.48,16,19,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1299,10th,35.15,139.75,,0101000020e610000000000000007861403333333333934140,wgs84,0.18,,silt,,,,,,,,,,,,,,,,,,,15988,81475,666061,661994,771361,88,43320,4187,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sedimentary,clastic,,jp,inaa,"honda, t.; kimura, k.","distribution and behavior of major and trace elements in tokyo bay, mutsu bay and funka bay marine sediments.",bull. soc. sea water sci. jpn.,2003,,,dodai
1300,173,37.353615,137.208514,,0101000020e610000043588d25ac26614001309e4143ad4240,wgs84,93,,medium sand muddy,,,,,,,,,,,,,,,,,,,18208,81475,665565,635267,506956,88,43320,2241,102,,,,,,,,,,,,,,,,,,,1.195029518,,,,,,,,,,,,,,,,,,,,,,0.55,13.1,,,,,,1.59,8.03,0.05,,,3.54,,0,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,1.9,19,,1.4,,,,,,,,0.48,,,,,,4.73,,,,,0.09,,,4.8,,,,,,,,,14,,,,,2.2,,,,,488,,,,0.99,,,,,17,0.22,,0.31,15,22,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1301,175,37.229587,137.139169,,0101000020e6100000bff38b12742461401b4b581b639d4240,wgs84,91,,medium sand muddy ,,,,,,,,,,,,,,,,,,,18208,81475,665576,635793,489095,88,43320,2241,102,,,,,,,,,,,,,,,,,,,1.226423799,,,,,,,,,,,,,,,,,,,,,,0.75,12,,,,,,2.14,8.27,0.07,,,2.56,,0,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,2.1,18,,1.9,,,,,,,,0.46,,,,,,4.95,,,,,0.13,,,6.1,,,,,,,,,14,,,,,2.83,,,,,530,,,,0.99,,,,,20,0.26,,0.27,22,22,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1302,176,37.236842,137.178161,,0101000020e6100000868db27eb3256140dd28b2d6509e4240,wgs84,170,,medium sand muddy,,,,,,,,,,,,,,,,,,,18208,81475,665567,634792,496414,88,43320,2241,102,,,,,,,,,,,,,,,,,,,1.200565589,,,,,,,,,,,,,,,,,,,,,,0.38,12.1,,,,,,1.45,8.33,0.04,,,2.88,,0.01,,,,,,,,,,,,,,,,,,,,,,,,387,,,,,,1.3,12,,1.9,,,,,,,,0.44,,,,,,5.54,,,,,0.07,,,4.5,,,,,,,,,14,,,,,2.1,,,,,436,,,,1.05,,,,,15,0.26,,0.4,15,21,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
1303,177,37.265278,137.272573,,0101000020e6100000b91803ebb8286140952c27a1f4a14240,wgs84,508,,silt,,,,,,,,,,,,,,,,,,,18208,81475,665403,635270,500977,88,43320,2241,102,,,,,,,,,,,,,,,,,,,0.721608434,,,,,,,,,,,,,,,,,,,,,,0.55,13.6,,,,,,2.18,3.24,0.06,,,2.59,,0.03,,,,,,,,,,,,,,,,,,,,,,,,403,,,,,,1.5,13,,5,,,,,,,,0.55,,,,,,6.19,,,,,0.19,,,6.4,,,,,,,,,17,,,,,2.48,,,,,232,,,,2.04,,,,,19,0.38,,0.42,22,24,sedimentary,clastic,,jp,icp-aes; icp-ms,"watanabe, y.; katayama, h.; imai, n.","geochemical discrimination of independent detrital origins in the argillaceous marine sediments: an example from the nearshore bottom sediments of the toyama bay, japan sea.",jour. geol. soc. japan,1995,,,dodai
